,image_name,text_default,text_psm7
61062,04361.jpg,จอม,จอม
61063,04361.jpg,แห่ง,แห่ง
61064,04361.jpg,ขน,ขน
61065,04361.jpg,_,ซ๊
61066,04361.jpg,สมัญญา,สมัญญา
61067,04361.jpg,_,ว่า
61068,04362.jpg,_,นุ้
61069,04362.jpg,_,มี
61070,04362.jpg,กัลยาณธรรม,กัลยาณธรรม
61071,04362.jpg,ใน,ใน
61072,04362.jpg,โลก,โลก
61073,04362.jpg,_,ขํา
61074,04362.jpg,พระองค์,พระองค์
61075,04362.jpg,ได้รับ,ได้รับ
61076,04362.jpg,แลว,แล้ว
61077,04362.jpg,ใน,ใน
61078,04362.jpg,_,วันนี้
61079,04362.jpg,_,_
61080,04362.jpg,_,ข้า
61081,04362.jpg,พระองค์,พระองค์
61082,04363.jpg,เน,เน
61083,04363.jpg,_,เห็น
61084,04363.jpg,สมัญญา,สมัญญา
61085,04363.jpg,นั้น,นั้น
61086,04363.jpg,อยู่,อยู่
61087,04363.jpg,_,_
61088,04363.jpg,จัก,จัก
61089,04363.jpg,_,_
61090,04363.jpg,บวช,บวช
61091,04363.jpg,ใน,ใน
61092,04363.jpg,_,วันนี้
61093,04363.jpg,_,_
61094,04363.jpg,เพราะ,เพราะ
61095,04363.jpg,_,จข้าพ
61096,04364.jpg,เจ้ว,เจ้ว
61097,04364.jpg,องค์,องค์
61098,04364.jpg,_,ไม่
61099,04364.jpg,_,มี
61100,04364.jpg,ความ,ความ
61101,04364.jpg,พอใจ,พอใจ
61102,04364.jpg,ใน,ใน
61103,04364.jpg,การ,การ
61104,04364.jpg,บริโภค,บริโภค
61105,04364.jpg,กาม,กาม
61106,04364.jpg,คุณ,คุณ
61107,04364.jpg,ใน,ใน
61108,04364.jpg,โลก,โลก
61109,04364.jpg,_,นี้
61110,04365.jpg,_,_
61111,04365.jpg,_,_
61112,04365.jpg,เขา,เขา
61113,04365.jpg,_,ได้
61114,04365.jpg,_,บวช
61115,04365.jpg,เป็น,เป็น
61116,04365.jpg,ฤาษี,ฤาษี
61117,04365.jpg,อยู่,อยู่
61118,04365.jpg,บ่า,บ่า
61119,04365.jpg,หิมพานต์,หิมพานต์
61120,04365.jpg,จน,จน
61121,04365.jpg,ลอด,ลอด
61122,04365.jpg,ขีห,ขีห
61123,04365.jpg,_,_
61124,04366.jpg,ตาย,ตาย
61125,04366.jpg,แล้ว,แล้ว
61126,04366.jpg,_,ไป
61127,04366.jpg,_,เกิด
61128,04366.jpg,_,ใน
61129,04366.jpg,พรหมโลก,พรหมโลก
61130,04366.jpg,_,ใน
61131,04366.jpg,สมัย,สมัย
61132,04366.jpg,_,หนึ่ง
61133,04366.jpg,_,_
61134,04366.jpg,พระพุทยเจ้า,พระพุทยเจ้า
61135,04366.jpg,ประทับ,ประทับ
61136,04366.jpg,_,อยู่
61137,04366.jpg,วัด,วัด
61138,04367.jpg,เชตวัน,เชตวัน
61139,04367.jpg,_,_
61140,04367.jpg,เมือง,เมือง
61141,04367.jpg,สาวัตถี,สาวัตถี
61142,04367.jpg,_,_
61143,04367.jpg,ทรง,ทรง
61144,04367.jpg,ปรารภ,ปรารภ
61145,04367.jpg,พระ,พระ
61146,04367.jpg,เทวทัด,เทวทัด
61147,04367.jpg,_,ผู้
61148,04367.jpg,แสดง,แสดง
61149,04367.jpg,ท่าทาง,ท่าทาง
61150,04367.jpg,เอาอย่าง,เอาอย่าง
61151,04367.jpg,พระองค์,พระองค์
61152,04368.jpg,แล้ว,แล้ว
61153,04368.jpg,ถึง,ถึง
61154,04368.jpg,ความ,ความ
61155,04368.jpg,พินาศ,พินาศ
61156,04368.jpg,_,_
61157,04368.jpg,_,ใต้
61158,04368.jpg,ตรัส,ตรัส
61159,04368.jpg,อดีต,อดีต
61160,04368.jpg,นิทาน,นิทาน
61161,04368.jpg,มา,มา
61162,04368.jpg,สาธก,สาธก
61163,04368.jpg,_,_
61164,04368.jpg,_,ว่า
61165,04368.jpg,_,_
61166,04369.jpg,_,_
61167,04369.jpg,กาลครั้งหนึ่งนานมาแล้ว,กาลครั้งหนึ่งนานมาแล้ว
61168,04369.jpg,_,_
61169,04369.jpg,พระโพธิสัตว์,พระโพธิสัตว์
61170,04369.jpg,เกิด,เกิด
61171,04369.jpg,เป็น,เป็น
61172,04369.jpg,พระราชา,พระราชา
61173,04369.jpg,_,_
61174,04369.jpg,ครอง,ครอง
61175,04369.jpg,_,เมือง
61176,04369.jpg,มิถิลา,มิถิลา
61177,04369.jpg,_,_
61178,04369.jpg,แคว้น,แคว้น
61179,04369.jpg,วิเทหะ,วิเทหะ
61180,04370.jpg,_,_
61181,04370.jpg,_,สมัย
61182,04370.jpg,นั้น,นั้น
61183,04370.jpg,_,ซ
61184,04370.jpg,หญา,หญา
61185,04370.jpg,หงส์,หงส์
61186,04370.jpg,ตัว,ตัว
61187,04370.jpg,_,หนึ่ง
61188,04370.jpg,_,_
61189,04370.jpg,_,มี
61190,04370.jpg,เมีย,เมีย
61191,04370.jpg,ตัว,ตัว
61192,04370.jpg,หนึ่ง,หนึ่ง
61193,04370.jpg,เป็น,เป็น
61194,04371.jpg,บพ,บพ
61195,04371.jpg,นกกา,นกกา
61196,04371.jpg,_,_
61197,04371.jpg,ทํารัง,ทํารัง
61198,04371.jpg,อยู่,อยู่
61199,04371.jpg,_,ที่
61200,04371.jpg,ต้นตาล,ตันตาล
61201,04371.jpg,_,_
61202,04371.jpg,ใกล้,ใกล้
61203,04371.jpg,โรงยาหาร,โรงยาหาร
61204,04371.jpg,_,_
61205,04371.jpg,_,มี
61206,04371.jpg,ลูก,ลูก
61207,04371.jpg,ด้วย,ด้วย
61208,04372.jpg,กัน,กัน
61209,04372.jpg,_,ตัว
61210,04372.jpg,หนึ่ง,หนึ่ง
61211,04372.jpg,_,@
61212,04372.jpg,เป็น,เป็น
61213,04372.jpg,_,ตัวผู้
61214,04372.jpg,_,หน้าตา
61215,04372.jpg,_,ไม่
61216,04372.jpg,เหมือน,เหมือน
61217,04372.jpg,พ่อแม่,พ่อแม่
61218,04372.jpg,_,_
61219,04372.jpg,_,จึง
61220,04372.jpg,ตั้ง,ตั้ง
61221,04372.jpg,ชื่อ,ชื่อ
61222,04373.jpg,วร,วร
61223,04373.jpg,_,_
61224,04373.jpg,วินีลกะ,วินีลกะ
61225,04373.jpg,_,_
61226,04373.jpg,เพราะ,เพราะ
61227,04373.jpg,มัน,มัน
61228,04373.jpg,๒ม,มี
61229,04373.jpg,_,ส
61230,04373.jpg,ค่อนข้าง,ค่อนข้าง
61231,04373.jpg,_,คล้า
61232,04373.jpg,_,_
61233,04373.jpg,อนึ่ง,อนึ่ง
61234,04373.jpg,_,_
61235,04373.jpg,หญา,หญา
61236,04374.jpg,พล์,พล์
61237,04374.jpg,จย,จย
61238,04374.jpg,ถ่อน,ถ่อน
61239,04374.jpg,แล้ว,แล้ว
61240,04374.jpg,_,_
61241,04374.jpg,_,2
61242,04374.jpg,_,_
61243,04374.jpg,_,ตัว
61244,04374.jpg,_,_
61245,04374.jpg,ถูก,ถูก
61246,04374.jpg,_,_
61247,04374.jpg,_,_
61248,04374.jpg,_,_
61249,04374.jpg,_,_
61250,04375.jpg,ทงส์,ทงส์
61251,04375.jpg,เห็น,เห็น
61252,04375.jpg,พญา,พญา
61253,04375.jpg,หงส์,หงส์
61254,04375.jpg,_,ไป
61255,04375.jpg,_,ถิ่น
61256,04375.jpg,มบุษย์,มบุษย์
61257,04375.jpg,_,_
61258,04375.jpg,บ่อย,บ่อย
61259,04375.jpg,_,นัก
61260,04375.jpg,_,จึง
61261,04375.jpg,ถาม,ถาม
61262,04375.jpg,พอ,พอ
61263,04375.jpg,ว,ว
61264,04376.jpg,ไป,ไป
61265,04376.jpg,ทําไม,ทําไม
61266,04376.jpg,_,_
61267,04376.jpg,หญา,หญา
61268,04376.jpg,หงส์,หงส์
61269,04376.jpg,_,จึง
61270,04376.jpg,บอก,บอก
61271,04376.jpg,ลูก,ลูก
61272,04376.jpg,ว่า,ว่า
61273,04376.jpg,_,_
61274,04376.jpg,_,จพจ
61275,04376.jpg,ลูกรัก,ลูกรัก
61276,04376.jpg,_,หือ
61277,04376.jpg,_,_
61278,04377.jpg,_,ไป
61279,04377.jpg,เยี่ยม,เยี่ยม
61280,04377.jpg,น้อง,น้อง
61281,04377.jpg,ของ,ของ
61282,04377.jpg,หวกเจ้า,พวกเจ้า
61283,04377.jpg,ชื่อ,ชื่อ
61284,04377.jpg,วินีลกะ,วินีลกะ
61285,04377.jpg,_,ที่
61286,04377.jpg,เกิด,เกิด
61287,04377.jpg,จาก,จาก
61288,04377.jpg,นาง,นาง
61289,04377.jpg,นกกา,นกกา
61290,04377.jpg,นะ,นะ
61291,04377.jpg,_,_
61292,04378.jpg,_,_
61293,04378.jpg,ลูก,ลูก
61294,04378.jpg,ถาม,ถาม
61295,04378.jpg,ว่า,ว่า
61296,04378.jpg,_,_
61297,04378.jpg,_,_
61298,04378.jpg,พวกเขา,พวกเขา
61299,04378.jpg,อยู่,อยู่
61300,04378.jpg,ตรง,ตรง
61301,04378.jpg,ไหน,ไหน
61302,04378.jpg,ละ,ละ
61303,04378.jpg,ครับ,ครับ
61304,04378.jpg,พ่อ,พ่อ
61305,04378.jpg,_,_
61306,04379.jpg,_,_
61307,04379.jpg,_,_
61308,04379.jpg,พอ,พอ
61309,04379.jpg,ตอบ,ตอบ
61310,04379.jpg,วา,วา
61311,04379.jpg,_,_
61312,04379.jpg,_,จค
61313,04379.jpg,อย,อย
61314,04379.jpg,_,ยอด
61315,04379.jpg,ต้นตาล,ตันตาล
61316,04379.jpg,ตรง,ตรง
61317,04379.jpg,โน้บ,โน้บ
61318,04379.jpg,_,_
61319,04379.jpg,ใกล้,ใกล้
61320,04380.jpg,เมือง,เมือง
61321,04380.jpg,_,มิถิถา
61322,04380.jpg,_,จ้า
61323,04380.jpg,ลูก,ลูก
61324,04380.jpg,_,"จยก"""
61325,04380.jpg,_,_
61326,04380.jpg,ลูก,ลูก
61327,04380.jpg,พุด,พุด
61328,04380.jpg,วา,วา
61329,04380.jpg,_,_
61330,04380.jpg,_,จจทท
61331,04380.jpg,หวก,หวก
61332,04380.jpg,ผม,ผม
61333,04380.jpg,จะ,จะ
61334,04381.jpg,ไป,ไป
61335,04381.jpg,หา,หา
61336,04381.jpg,เขา,เขา
61337,04381.jpg,มา,มา
61338,04381.jpg,_,นะ
61339,04381.jpg,ครับ,ครับ
61340,04381.jpg,หอ,หอ
61341,04381.jpg,_,จพมจ
61342,04381.jpg,_,_
61343,04381.jpg,พ่อ,พ่อ
61344,04381.jpg,_,หัฒ
61345,04381.jpg,_,ว่า
61346,04381.jpg,_,_
61347,04381.jpg,_,_
61348,04382.jpg,อยา,อยา
61349,04382.jpg,_,ไป
61350,04382.jpg,_,_
61351,04382.jpg,ลูก,ลูก
61352,04382.jpg,_,_
61353,04382.jpg,ถิ่น,ถิ่น
61354,04382.jpg,มนุษย์,มนุษย์
61355,04382.jpg,_,มัน
61356,04382.jpg,_,มี
61357,04382.jpg,ภัย,ภัย
61358,04382.jpg,อันตราย,อันตราย
61359,04382.jpg,รอบ,รอบ
61360,04382.jpg,ค้าน,ด้าน
61361,04382.jpg,_,_
61362,04383.jpg,พอ,พอ
61363,04383.jpg,จะ,จะ
61364,04383.jpg,พา,พา
61365,04383.jpg,เท,เท
61366,04383.jpg,_,มา
61367,04383.jpg,เอง,เอง
61368,04383.jpg,_,8
61369,04383.jpg,_,_
61370,04383.jpg,ลูก,ลูก
61371,04383.jpg,หงส์,หงส์
61372,04383.jpg,_,ทั้ง
61373,04383.jpg,_,สอง
61374,04383.jpg,_,_
61375,04383.jpg,_,_
61376,04384.jpg,_,คํา
61377,04384.jpg,ของ,ของ
61378,04384.jpg,_,พ่อ
61379,04384.jpg,_,ไม่
61380,04384.jpg,_,_
61381,04384.jpg,_,ได้
61382,04384.jpg,อาสา,อาสา
61383,04384.jpg,_,ไป
61384,04384.jpg,_,นํา
61385,04384.jpg,นก,นก
61386,04384.jpg,วินีลกะ,วินีลกะ
61387,04384.jpg,_,มา
61388,04384.jpg,_,_
61389,04384.jpg,จึง,จึง
61390,04385.jpg,ฑา,ฑา
61391,04385.jpg,กัน,กัน
61392,04385.jpg,ไป,ไป
61393,04385.jpg,_,ที์
61394,04385.jpg,ต้นตาล,ตั้นตาล
61395,04385.jpg,นั้น,นั้น
61396,04385.jpg,_,_
61397,04385.jpg,_,ให้
61398,04385.jpg,นก,นก
61399,04385.jpg,วินีลกะ,วินีลกะ
61400,04385.jpg,จับ,จับ
61401,04385.jpg,คอนไม้,คอนไม้
61402,04385.jpg,_,อัน
61403,04385.jpg,หนึ่ง,หนึ่ง
61404,04386.jpg,แล้ว,แล้ว
61405,04386.jpg,_,_
61406,04386.jpg,ช่วย,ช่วย
61407,04386.jpg,_,กัน
61408,04386.jpg,ภาบ,ภาบ
61409,04386.jpg,ปลายไม้,ปลายไม้
61410,04386.jpg,คน,คน
61411,04386.jpg,_,ละ
61412,04386.jpg,ข้าง,ข้าง
61413,04386.jpg,_,_
61414,04386.jpg,บิน,บิน
61415,04386.jpg,ผ่าน,ผ่าน
61416,04386.jpg,_,เมือง
61417,04386.jpg,มิถิลา,มิถิลา
61418,04387.jpg,มา,มา
61419,04387.jpg,_,_
61420,04387.jpg,ขณะนั้น,ขณะนั้น
61421,04387.jpg,_,_
61422,04387.jpg,พระราชา,พระราชา
61423,04387.jpg,กําลัง,กําลัง
61424,04387.jpg,ประทับบน,ประทับบน
61425,04387.jpg,ราชรถ,ราชรถ
61426,04387.jpg,_,เทียม
61427,04387.jpg,_,มํา
61428,04387.jpg,_,สี
61429,04387.jpg,ขาว,ขาว
61430,04387.jpg,ปลอด,ปลอด
61431,04387.jpg,_,_
61432,04388.jpg,_,4
61433,04388.jpg,_,_
61434,04388.jpg,ตัว,ตัว
61435,04388.jpg,_,_
61436,04388.jpg,ทรง,ทรง
61437,04388.jpg,ทํา,ทํา
61438,04388.jpg,ประทักษิณ,ประทักษิณ
61439,04388.jpg,พระนคร,พระนคร
61440,04388.jpg,อย,อย
61441,04388.jpg,_,_
61442,04388.jpg,นก,นก
61443,04388.jpg,วินีลกะ,วินีลกะ
61444,04388.jpg,เห็น,เห็น
61445,04388.jpg,เช่น,เช่น
61446,04389.jpg,_,นั้น
61447,04389.jpg,แล้ว,แล้ว
61448,04389.jpg,_,ก็
61449,04389.jpg,นึก,นึก
61450,04389.jpg,ใน,ใน
61451,04389.jpg,ใจ,ใจ
61452,04389.jpg,ว่า,ว่า
61453,04389.jpg,_,_
61454,04389.jpg,_,จอวต
61455,04389.jpg,เรา,เรา
61456,04389.jpg,_,ก็
61457,04389.jpg,ไม่,ไม่
61458,04389.jpg,ต่าง,ต่าง
61459,04389.jpg,จาก,จาก
61460,04390.jpg,พระราชา,พระราชา
61461,04390.jpg,_,_
61462,04390.jpg,นะ,นะ
61463,04390.jpg,_,_
61464,04390.jpg,_,ได้
61465,04390.jpg,นั่ง,นั่ง
61466,04390.jpg,บน,บน
61467,04390.jpg,รถ,รถ
61468,04390.jpg,เทียม,เทียม
61469,04390.jpg,หงส์,หงส์
61470,04390.jpg,เสียบ,เสียบ
61471,04390.jpg,พระบคร,พระบคร
61472,04390.jpg,_,วจจ
61473,04390.jpg,_,_
61474,04391.jpg,จึง,จึง
61475,04391.jpg,พูด,พูด
61476,04391.jpg,เปรย,เปรย
61477,04391.jpg,_,_
61478,04391.jpg,_,ๆ
61479,04391.jpg,_,_
61480,04391.jpg,ขึ้น,ขึ้น
61481,04391.jpg,_,ว่า
61482,04391.jpg,_,_
61483,04391.jpg,_,จจงต
61484,04391.jpg,_,ม้า
61485,04391.jpg,อาขาไนย,อาขาไนย
61486,04391.jpg,หา,หา
61487,04391.jpg,พระเจ้า,พระเจ้า
61488,04392.jpg,วิเทพะ,วิเทพะ
61489,04392.jpg,_,ตุ
61490,04392.jpg,ครอง,ครอง
61491,04392.jpg,_,เมือง
61492,04392.jpg,มิถิลา,มิถิลา
61493,04392.jpg,_,ให้
61494,04392.jpg,เสด็จ,เสด็จ
61495,04392.jpg,_,ไป
61496,04392.jpg,_,_
61497,04392.jpg,เหมือน,เหมือน
61498,04392.jpg,หงส์,หงส์
61499,04392.jpg,สอง,สอง
61500,04392.jpg,ตัว,ตัว
61501,04392.jpg,พทา,พทา
61502,04393.jpg,เรา,เรา
61503,04393.jpg,_,ผุ้
61504,04393.jpg,ชื่อ,ชื่อ
61505,04393.jpg,_,ว่า
61506,04393.jpg,วินีลกะ,วินีลกะ
61507,04393.jpg,ไป,ไป
61508,04393.jpg,จริง,จริง
61509,04393.jpg,_,_
61510,04393.jpg,_,ๆ
61511,04393.jpg,หนอ,หนอ
61512,04393.jpg,_,_
61513,04393.jpg,_,_
61514,04393.jpg,ลูก,ลูก
61515,04393.jpg,หงส์,หงส์
61516,04394.jpg,พอ,พอ
61517,04394.jpg,_,ได้
61518,04394.jpg,_,ฟัง
61519,04394.jpg,_,คํา
61520,04394.jpg,นั้น,นั้น
61521,04394.jpg,แล้ว,แล้ว
61522,04394.jpg,โกร5,โกร5
61523,04394.jpg,_,_
61524,04394.jpg,ตั้งใจ,ตั้งใจ
61525,04394.jpg,_,ว่า
61526,04394.jpg,จะ,จะ
61527,04394.jpg,ปล่อย,ปล่อย
61528,04394.jpg,_,ให้
61529,04394.jpg,มัน,มัน
61530,04395.jpg,ลง,ลง
61531,04395.jpg,ไป,ไป
61532,04395.jpg,เสีย,เสีย
61533,04395.jpg,_,ก็
61534,04395.jpg,กลัว,กลัว
61535,04395.jpg,_,ต่อ
61536,04395.jpg,_,จะ
61537,04395.jpg,ตําหนี,ตําหนี
61538,04395.jpg,เอก,เอก
61539,04395.jpg,_,_
61540,04395.jpg,จึง,จึง
61541,04395.jpg,อดทน,อดทน
61542,04395.jpg,_,ๆ
61543,04395.jpg,_,_
61544,04396.jpg,พา,พา
61545,04396.jpg,มัน,มัน
61546,04396.jpg,_,ไป
61547,04396.jpg,จน,จน
61548,04396.jpg,_,ถึง
61549,04396.jpg,รัง,รัง
61550,04396.jpg,แล้ว,แล้ว
61551,04396.jpg,เลา,เลา
61552,04396.jpg,_,ให้
61553,04396.jpg,พอ,พอ
61554,04396.jpg,พัง,พัง
61555,04396.jpg,_,_
61556,04396.jpg,หญาหงส์,หญาหงส์
61557,04396.jpg,โกรธ,โกรธ
61558,04397.jpg,_,จัด
61559,04397.jpg,ตวาด,ตวาด
61560,04397.jpg,วา,วา
61561,04397.jpg,_,_
61562,04397.jpg,_,ล8
61563,04397.jpg,เจ้า,เจ้า
61564,04397.jpg,วิเศษ,วิเศษ
61565,04397.jpg,กว่า,กว่า
61566,04397.jpg,ลูก,ลูก
61567,04397.jpg,เรา,เรา
61568,04397.jpg,เชีย,เชีย
61569,04397.jpg,หรือ,หรือ
61570,04397.jpg,_,_
61571,04397.jpg,_,จึง
61572,04398.jpg,เปรียบเปรย,เปรียบเปรย
61573,04398.jpg,_,ลูก
61574,04398.jpg,เรา,เรา
61575,04398.jpg,เหมือน,เหมือน
61576,04398.jpg,_,ม้า
61577,04398.jpg,เทียม,เทียม
61578,04398.jpg,รถ,รถ
61579,04398.jpg,_,_
61580,04398.jpg,เจ้า,เจ้า
61581,04398.jpg,ขาง,ขาง
61582,04398.jpg,_,ไม่
61583,04398.jpg,รู้จัก,รู้จัก
61584,04398.jpg,ประมาณ,ประมาณ
61585,04398.jpg,ตนเอง,ตนเอง
61586,04399.jpg,1,1
61587,04399.jpg,ซม,จึ่
61588,04399.jpg,จยนู,จยนู
61589,04399.jpg,ของ,ของ
61590,04399.jpg,เจ้จ,เจ้า
61591,04399.jpg,_,_
61592,04399.jpg,เจ็จ,ฉ็จ
61593,04399.jpg,_,จง
61594,04399.jpg,กลับ,กลับ
61595,04399.jpg,าป,าป
61596,04399.jpg,_,_
61597,04399.jpg,_,_
61598,04399.jpg,_,_
61599,04399.jpg,_,_
61600,04400.jpg,หา,หา
61601,04400.jpg,_,แม่
61602,04400.jpg,เจ้า,เจ้า
61603,04400.jpg,_,เถิด
61604,04400.jpg,_,ลวา
61605,04400.jpg,_,_
61606,04400.jpg,แล้ว,แล้ว
61607,04400.jpg,กล่าว,กล่าว
61608,04400.jpg,เป็น,เป็น
61609,04400.jpg,คาถา,คาถา
61610,04400.jpg,วา,วา
61611,04400.jpg,_,_
61612,04400.jpg,_,_
61613,04400.jpg,เจ้าวินีล,เจ้าวินีล
61614,04401.jpg,_,_
61615,04401.jpg,เจ้า,เจ้า
61616,04401.jpg,มา,มา
61617,04401.jpg,อยู่อาศัย,อยู่อาศัย
61618,04401.jpg,ยอก,ยอก
61619,04401.jpg,เซ,เซ
61620,04401.jpg,_,อัน
61621,04401.jpg,_,มิ
61622,04401.jpg,ไข,ไข
61623,04401.jpg,_,พื้น
61624,04401.jpg,เพเดิม,เพเดิม
61625,04401.jpg,ของ,ของ
61626,04401.jpg,เจ้า,เจ้า
61627,04401.jpg,_,_
61628,04402.jpg,_,_
61629,04402.jpg,เจ้าจง,เจ้าจง
61630,04402.jpg,_,ไป
61631,04402.jpg,อยู่อาศัย,อยู่อาศัย
61632,04402.jpg,สถานที่,สถานที่
61633,04402.jpg,_,ใตล้
61634,04402.jpg,หมู่บ้าน,หมู่บ้าน
61635,04402.jpg,_,เถิด
61636,04402.jpg,_,_
61637,04402.jpg,_,นั้น
61638,04402.jpg,เป็น,เป็น
61639,04402.jpg,ที่อยู่อาศัย,ที่อยู่อาศัย
61640,04402.jpg,ของ,ของ
61641,04402.jpg,_,แม
61642,04403.jpg,เจ้า,เจ้า
61643,04403.jpg,_,_
61644,04403.jpg,_,_
61645,04403.jpg,แล้ว,แล้ว
61646,04403.jpg,สั่ง,สั่ง
61647,04403.jpg,_,ให้
61648,04403.jpg,ลูก,ลูก
61649,04403.jpg,พหงส์,หงส์
61650,04403.jpg,นํา,นํา
61651,04403.jpg,มัน,มัน
61652,04403.jpg,_,กลับ
61653,04403.jpg,ไป,ไป
61654,04403.jpg,ปล่อย,ปล่อย
61655,04403.jpg,_,ไว้
61656,04404.jpg,_,ที่
61657,04404.jpg,_,ใน
61658,04404.jpg,สมัย,สมัย
61659,04404.jpg,_,หนึ่ง
61660,04404.jpg,_,_
61661,04404.jpg,พระพุทธเจา,พระพุทธเจ้า
61662,04404.jpg,ประทับ,ประทับ
61663,04404.jpg,_,อยุ่
61664,04404.jpg,_,วัด
61665,04404.jpg,เชตวัน,เชตวัน
61666,04404.jpg,_,_
61667,04404.jpg,_,เมือง
61668,04404.jpg,สารัตถี,สารัตถี
61669,04404.jpg,_,_
61670,04405.jpg,ทรง,ทรง
61671,04405.jpg,ปรารภ,ปรารภ
61672,04405.jpg,หลวงตา,หลวงตา
61673,04405.jpg,_,รูป
61674,04405.jpg,_,หนึ่ง
61675,04405.jpg,_,_
61676,04405.jpg,_,ผุ้
61677,04405.jpg,_,วิ่ง
61678,04405.jpg,หนี,หนี
61679,04405.jpg,ตาย,ตาย
61680,04405.jpg,_,ไป
61681,04405.jpg,ตกหลุม,ตกหลุม
61682,04405.jpg,ส่วม,ส้วม
61683,04405.jpg,เบื้อน,เบื้อน
61684,04406.jpg,อุจจาระ,อุจจาระ
61685,04406.jpg,เต็มตัว,เต็มตัว
61686,04406.jpg,_,_
61687,04406.jpg,_,ได้
61688,04406.jpg,ตรัส,ตรัส
61689,04406.jpg,อดีต,อดีต
61690,04406.jpg,นิทาน,นิทาน
61691,04406.jpg,_,มา
61692,04406.jpg,สาธภ,สาธภ
61693,04406.jpg,_,_
61694,04406.jpg,_,ว่า
61695,04406.jpg,_,_
61696,04406.jpg,กาลตรั้งหนึ่งนาบมาแล้ว,กาลตรั้งหนึ่งนาบมาแล้ว
61697,04406.jpg,_,_
61698,04407.jpg,_,_
61699,04407.jpg,พระโพธิสัตว์,พระโพธิสัตว์
61700,04407.jpg,เป็บ,เป็บ
61701,04407.jpg,ราชสีห์,ราชสีห์
61702,04407.jpg,อาศัย,อาศัย
61703,04407.jpg,อยู่,อยู่
61704,04407.jpg,_,ใน
61705,04407.jpg,_,ถ้า
61706,04407.jpg,แห่ง,แห่ง
61707,04407.jpg,_,หนึ่ง
61708,04407.jpg,_,_
61709,04407.jpg,_,ที่
61710,04407.jpg,ภูเขา,ภูเขา
61711,04407.jpg,ใน,ใน
61712,04408.jpg,บ่า,บ่า
61713,04408.jpg,พิมพานต์,พิมพานต์
61714,04408.jpg,_,_
61715,04408.jpg,_,ใน
61716,04408.jpg,_,ที่
61717,04408.jpg,_,ใน
61718,04408.jpg,ไกล,ไกล
61719,04408.jpg,จาก,จาก
61720,04408.jpg,ภูเขา,ภูเขา
61721,04408.jpg,นั้น,นั้น
61722,04408.jpg,_,_
61723,04408.jpg,_,มี
61724,04408.jpg,หมูปา,หมูปา
61725,04408.jpg,ฝูง,ฝูง
61726,04409.jpg,หยึ่ง,หยึ่ง
61727,04409.jpg,อาศัย,อาศัย
61728,04409.jpg,อยู,อยู
61729,04409.jpg,รัม,รัม
61730,04409.jpg,สระ,สระ
61731,04409.jpg,บั้ว,บั้ว
61732,04409.jpg,แหง,แหง
61733,04409.jpg,หนัง,หนัง
61734,04409.jpg,_,_
61735,04409.jpg,และ,และ
61736,04409.jpg,_,ทั่
61737,04409.jpg,ใกล้,ใกล้
61738,04409.jpg,_,ๆ
61739,04409.jpg,_,_
61740,04410.jpg,สระ,สระ
61741,04410.jpg,_,น้า
61742,04410.jpg,นั้น,นั้น
61743,04410.jpg,_,มี
61744,04410.jpg,ฤาษี,ฤาษี
61745,04410.jpg,_,กลุ่ม
61746,04410.jpg,หนึ่ง,หนึ่ง
61747,04410.jpg,บําเพ็ญ,บําเพ็ญ
61748,04410.jpg,เพียร,เพียร
61749,04410.jpg,อยู่,อยู่
61750,04410.jpg,_,๕
61751,04410.jpg,อยู่,อยู่
61752,04410.jpg,มา,มา
61753,04410.jpg,วัน,วัน
61754,04411.jpg,_,หนึ่ง
61755,04411.jpg,_,_
61756,04411.jpg,ราชสีห์,ราชสีห์
61757,04411.jpg,เที่ยว,เที่ยว
61758,04411.jpg,หา,หา
61759,04411.jpg,อาหาร,อาหาร
61760,04411.jpg,กิน,กิน
61761,04411.jpg,จั่ม,จั่ม
61762,04411.jpg,แล้ว,แล้ว
61763,04411.jpg,_,ได้
61764,04411.jpg,มา,มา
61765,04411.jpg,ดื่ม,ดื่ม
61766,04411.jpg,นัว,นัว
61767,04411.jpg,_,ที่
61768,04412.jpg,สสระ,สสระ
61769,04412.jpg,นั้น,นั้น
61770,04412.jpg,_,_
61771,04412.jpg,ขณะนั้น,ขณะนั้น
61772,04412.jpg,_,มี
61773,04412.jpg,หมูบํา,หมูบํา
61774,04412.jpg,_,อ้วน
61775,04412.jpg,_,ตัว
61776,04412.jpg,หนึ่ง,หนึ่ง
61777,04412.jpg,เที่ยว,เที่ยว
61778,04412.jpg,หากิน,หากิน
61779,04412.jpg,อยู่,อยู่
61780,04412.jpg,ริม,ริม
61781,04412.jpg,สระ,สระ
61782,04413.jpg,_,นั้น
61783,04413.jpg,_,พอดี
61784,04413.jpg,_,_
61785,04413.jpg,รายสีห์,รายสีห์
61786,04413.jpg,หอ,หอ
61787,04413.jpg,เห็น,เห็น
61788,04413.jpg,ว,ว
61789,04413.jpg,_,นั้น
61790,04413.jpg,แล้ว,แล้ว
61791,04413.jpg,_,ก
61792,04413.jpg,_,นัก
61793,04413.jpg,_,ไน
61794,04413.jpg,_,ใจ
61795,04413.jpg,วร,วร
61796,04414.jpg,_,_
61797,04414.jpg,_,_
61798,04414.jpg,สัก,สัก
61799,04414.jpg,วัน,วัน
61800,04414.jpg,_,หนึ่ง
